Periodo,PUNTAJE_ICFES,PUNTAJE_PONDERADO,ESTADO
2018-1,309.00,62.45,NO
2018-1,310.00,62.45,NO
2018-1,302.00,62.45,NO
2018-1,319.00,62.45,NO
2018-1,314.00,62.40,NO
2018-1,312.00,62.40,NO
2018-1,321.00,62.40,NO
2018-1,301.00,62.40,NO
2018-1,312.00,62.35,NO
2018-1,303.00,62.35,NO
2018-1,315.00,62.35,NO
2018-1,312.00,62.35,NO
2018-1,311.00,62.35,NO
2018-1,310.00,62.30,NO
2018-1,306.00,62.30,NO
2018-1,307.00,62.30,NO
2018-1,308.00,62.30,NO
2018-1,307.00,62.30,NO
2018-1,314.00,62.30,NO
2018-1,314.00,62.30,NO
2018-1,312.00,62.30,NO
2018-1,302.00,62.30,NO
2018-1,309.00,62.25,NO
2018-1,306.00,62.25,NO
2018-1,313.00,62.25,NO
2018-1,310.00,62.20,NO
2018-1,312.00,62.20,NO
2018-1,312.00,62.20,NO
2018-1,297.00,62.15,NO
2018-1,312.00,62.15,NO
2018-1,302.00,62.15,NO
2018-1,310.00,62.15,NO
2018-1,305.00,62.15,NO
2018-1,313.00,62.15,NO
2018-1,311.00,62.10,NO
2018-1,311.00,62.10,NO
2018-1,313.00,62.10,NO
2018-1,301.00,62.10,NO
2018-1,305.00,62.10,NO
2018-1,303.00,62.10,NO
2018-1,305.00,62.10,NO
2018-1,309.00,62.10,NO
2018-1,305.00,62.10,NO
2018-1,307.00,62.10,NO
2018-1,314.00,62.05,NO
2018-1,318.00,62.00,NO
2018-1,324.00,62.00,NO
2018-1,310.00,62.00,NO
2018-1,310.00,61.95,NO
2018-1,309.00,61.95,NO
2018-1,288.00,61.95,NO
2018-1,307.00,61.90,NO
2018-1,297.00,61.90,NO
2018-1,307.00,61.90,NO
2018-1,298.00,61.90,NO
2018-1,313.00,61.90,NO
2018-1,305.00,61.90,NO
2018-1,312.00,61.90,NO
2018-1,306.00,61.90,NO
2018-1,312.00,61.85,NO
2018-1,316.00,61.85,NO
2018-1,305.00,61.85,NO
2018-1,303.00,61.85,NO
2018-1,307.00,61.80,NO
2018-1,311.00,61.80,NO
2018-1,302.00,61.80,NO
2018-1,295.00,61.75,NO
2018-1,311.00,61.75,NO
2018-1,310.00,61.75,NO
2018-1,310.00,61.75,NO
2018-1,307.00,61.75,NO
2018-1,305.00,61.75,NO
2018-1,306.00,61.75,NO
2018-1,300.00,61.70,NO
2018-1,304.00,61.70,NO
2018-1,313.00,61.70,NO
2018-1,292.00,61.70,NO
2018-1,311.00,61.70,NO
2018-1,310.00,61.70,NO
2018-1,309.00,61.70,NO
2018-1,307.00,61.65,NO
2018-1,313.00,61.65,NO
2018-1,310.00,61.65,NO
2018-1,302.00,61.65,NO
2018-1,299.00,61.65,NO
2018-1,309.00,61.65,NO
2018-1,308.00,61.60,NO
2018-1,309.00,61.60,NO
2018-1,315.00,61.60,NO
2018-1,302.00,61.60,NO
2018-1,311.00,61.60,NO
2018-1,305.00,61.60,NO
2018-1,306.00,61.60,NO
2018-1,306.00,61.60,NO
2018-1,305.00,61.55,NO
2018-1,305.00,61.55,NO
2018-1,322.00,61.55,NO
2018-1,311.00,61.55,NO
2018-1,309.00,61.50,NO
2018-1,310.00,61.50,NO
2018-1,311.00,61.50,NO
2018-1,307.00,61.50,NO
2018-1,308.00,61.50,NO
2018-1,305.00,61.50,NO
2018-1,313.00,61.45,NO
2018-1,302.00,61.45,NO
2018-1,301.00,61.45,NO
2018-1,305.00,61.45,NO
2018-1,296.00,61.45,NO
2018-1,310.00,61.40,NO
2018-1,304.00,61.40,NO
2018-1,298.00,61.35,NO
2018-1,312.00,61.35,NO
2018-1,297.00,61.35,NO
2018-1,310.00,61.35,NO
2018-1,298.00,61.35,NO
2018-1,310.00,61.35,NO
2018-1,301.00,61.35,NO
2018-1,302.00,61.35,NO
2018-1,309.00,61.35,NO
2018-1,295.00,61.35,NO
2018-1,300.00,61.30,NO
2018-1,313.00,61.30,NO
2018-1,304.00,61.25,NO
2018-1,305.00,61.25,NO
2018-1,308.00,61.25,NO
2018-1,307.00,61.20,NO
2018-1,300.00,61.20,NO
2018-1,304.00,61.20,NO
2018-1,301.00,61.20,NO
2018-1,308.00,61.20,NO
2018-1,310.00,61.15,NO
2018-1,298.00,61.15,NO
2018-1,305.00,61.15,NO
2018-1,312.00,61.15,NO
2018-1,300.00,61.15,NO
2018-1,304.00,61.15,NO
2018-1,300.00,61.15,NO
2018-1,301.00,61.10,NO
2018-1,308.00,61.10,NO
2018-1,308.00,61.10,NO
2018-1,307.00,61.10,NO
2018-1,309.00,61.05,NO
2018-1,301.00,61.05,NO
2018-1,309.00,61.05,NO
2018-1,299.00,61.00,NO
2018-1,313.00,61.00,NO
2018-1,298.00,61.00,NO
2018-1,305.00,61.00,NO
2018-1,306.00,60.95,NO
2018-1,311.00,60.95,NO
2018-1,307.00,60.90,NO
2018-1,295.00,60.90,NO
2018-1,301.00,60.90,NO
2018-1,289.00,60.90,NO
2018-1,299.00,60.90,NO
2018-1,308.00,60.90,NO
2018-1,294.00,60.90,NO
2018-1,300.00,60.85,NO
2018-1,307.00,60.85,NO
2018-1,300.00,60.85,NO
2018-1,293.00,60.85,NO
2018-1,302.00,60.85,NO
2018-1,297.00,60.85,NO
2018-1,305.00,60.85,NO
2018-1,303.00,60.85,NO
2018-1,299.00,60.80,NO
2018-1,301.00,60.75,NO
2018-1,302.00,60.75,NO
2018-1,295.00,60.75,NO
2018-1,316.00,60.70,NO
2018-1,303.00,60.70,NO
2018-1,307.00,60.70,NO
2018-1,307.00,60.70,NO
2018-1,292.00,60.70,NO
2018-1,305.00,60.70,NO
2018-1,308.00,60.70,NO
2018-1,299.00,60.70,NO
2018-1,307.00,60.70,NO
2018-1,301.00,60.65,NO
2018-1,301.00,60.65,NO
2018-1,311.00,60.65,NO
2018-1,306.00,60.65,NO
2018-1,303.00,60.65,NO
2018-1,299.00,60.60,NO
2018-1,305.00,60.60,NO
2018-1,300.00,60.60,NO
2018-1,298.00,60.60,NO
2018-1,303.00,60.60,NO
2018-1,303.00,60.60,NO
2018-1,293.00,60.60,NO
2018-1,295.00,60.55,NO
2018-1,301.00,60.55,NO
2018-1,309.00,60.55,NO
2018-1,305.00,60.55,NO
2018-1,309.00,60.55,NO
2018-1,308.00,60.55,NO
2018-1,300.00,60.55,NO
2018-1,304.00,60.55,NO
2018-1,305.00,60.55,NO
2018-1,298.00,60.55,NO
2018-1,310.00,60.50,NO
2018-1,302.00,60.50,NO
2018-1,291.00,60.50,NO
2018-1,303.00,60.45,NO
2018-1,303.00,60.45,NO
2018-1,303.00,60.40,NO
2018-1,303.00,60.40,NO
2018-1,303.00,60.35,NO
2018-1,302.00,60.35,NO
2018-1,299.00,60.35,NO
2018-1,298.00,60.35,NO
2018-1,294.00,60.30,NO
2018-1,308.00,60.30,NO
2018-1,304.00,60.30,NO
2018-1,301.00,60.30,NO
2018-1,298.00,60.30,NO
2018-1,303.00,60.25,NO
2018-1,288.00,60.25,NO
2018-1,297.00,60.25,NO
2018-1,302.00,60.20,NO
2018-1,295.00,60.15,NO
2018-1,301.00,60.15,NO
2018-1,299.00,60.15,NO
2018-1,295.00,60.15,NO
2018-1,298.00,60.15,NO
2018-1,299.00,60.15,NO
2018-1,298.00,60.10,NO
2018-1,295.00,60.10,NO
2018-1,291.00,60.10,NO
2018-1,292.00,60.10,NO
2018-1,294.00,60.10,NO
2018-1,292.00,60.05,NO
2018-1,297.00,60.05,NO
2018-1,306.00,60.00,NO
2018-1,297.00,60.00,NO
2018-1,293.00,60.00,NO
2018-1,306.00,60.00,NO
2018-1,299.00,60.00,NO
2018-1,296.00,59.95,NO
2018-1,299.00,59.95,NO
2018-1,302.00,59.95,NO
2018-1,294.00,59.95,NO
2018-1,303.00,59.85,NO
2018-1,295.00,59.85,NO
2018-1,304.00,59.80,NO
2018-1,303.00,59.80,NO
2018-1,293.00,59.75,NO
2018-1,302.00,59.75,NO
2018-1,304.00,59.75,NO
2018-1,293.00,59.75,NO
2018-1,300.00,59.75,NO
2018-1,305.00,59.75,NO
2018-1,299.00,59.75,NO
2018-1,293.00,59.70,NO
2018-1,292.00,59.70,NO
2018-1,298.00,59.70,NO
2018-1,297.00,59.70,NO
2018-1,293.00,59.70,NO
2018-1,295.00,59.70,NO
2018-1,296.00,59.70,NO
2018-1,297.00,59.70,NO
2018-1,294.00,59.70,NO
2018-1,298.00,59.65,NO
2018-1,296.00,59.65,NO
2018-1,295.00,59.65,NO
2018-1,298.00,59.65,NO
2018-1,287.00,59.65,NO
2018-1,298.00,59.60,NO
2018-1,288.00,59.60,NO
2018-1,293.00,59.60,NO
2018-1,293.00,59.55,NO
2018-1,302.00,59.55,NO
2018-1,297.00,59.50,NO
2018-1,302.00,59.50,NO
2018-1,297.00,59.50,NO
2018-1,301.00,59.50,NO
2018-1,299.00,59.50,NO
2018-1,292.00,59.50,NO
2018-1,304.00,59.50,NO
2018-1,298.00,59.50,NO
2018-1,296.00,59.45,NO
2018-1,293.00,59.45,NO
2018-1,290.00,59.40,NO
2018-1,303.00,59.40,NO
2018-1,305.00,59.40,NO
2018-1,299.00,59.40,NO
2018-1,291.00,59.40,NO
2018-1,305.00,59.40,NO
2018-1,294.00,59.40,NO
2018-1,295.00,59.40,NO
2018-1,305.00,59.40,NO
2018-1,303.00,59.35,NO
2018-1,298.00,59.35,NO
2018-1,299.00,59.35,NO
2018-1,288.00,59.35,NO
2018-1,294.00,59.30,NO
2018-1,301.00,59.30,NO
2018-1,294.00,59.30,NO
2018-1,302.00,59.30,NO
2018-1,288.00,59.30,NO
2018-1,303.00,59.30,NO
2018-1,285.00,59.30,NO
2018-1,296.00,59.30,NO
2018-1,298.00,59.30,NO
2018-1,285.00,59.25,NO
2018-1,292.00,59.25,NO
2018-1,289.00,59.25,NO
2018-1,299.00,59.25,NO
2018-1,291.00,59.20,NO
2018-1,287.00,59.20,NO
2018-1,296.00,59.20,NO
2018-1,295.00,59.20,NO
2018-1,293.00,59.20,NO
2018-1,306.00,59.15,NO
2018-1,305.00,59.10,NO
2018-1,287.00,59.10,NO
2018-1,294.00,59.10,NO
2018-1,300.00,59.10,NO
2018-1,298.00,59.05,NO
2018-1,294.00,59.05,NO
2018-1,285.00,59.05,NO
2018-1,299.00,59.05,NO
2018-1,293.00,59.05,NO
2018-1,302.00,59.00,NO
2018-1,292.00,59.00,NO
2018-1,289.00,58.95,NO
2018-1,305.00,58.95,NO
2018-1,286.00,58.95,NO
2018-1,287.00,58.95,NO
2018-1,290.00,58.90,NO
2018-1,299.00,58.90,NO
2018-1,300.00,58.90,NO
2018-1,293.00,58.90,NO
2018-1,285.00,58.85,NO
2018-1,292.00,58.80,NO
2018-1,295.00,58.80,NO
2018-1,285.00,58.75,NO
2018-1,293.00,58.75,NO
2018-1,287.00,58.75,NO
2018-1,292.00,58.70,NO
2018-1,289.00,58.70,NO
2018-1,287.00,58.70,NO
2018-1,288.00,58.65,NO
2018-1,292.00,58.65,NO
2018-1,301.00,58.60,NO
2018-1,289.00,58.60,NO
2018-1,290.00,58.60,NO
2018-1,289.00,58.60,NO
2018-1,297.00,58.60,NO
2018-1,302.00,58.55,NO
2018-1,292.00,58.55,NO
2018-1,287.00,58.50,NO
2018-1,288.00,58.50,NO
2018-1,282.00,58.50,NO
2018-1,292.00,58.45,NO
2018-1,292.00,58.45,NO
2018-1,287.00,58.45,NO
2018-1,289.00,58.45,NO
2018-1,291.00,58.45,NO
2018-1,290.00,58.45,NO
2018-1,282.00,58.45,NO
2018-1,287.00,58.40,NO
2018-1,292.00,58.40,NO
2018-1,294.00,58.40,NO
2018-1,296.00,58.40,NO
2018-1,291.00,58.35,NO
2018-1,292.00,58.35,NO
2018-1,297.00,58.35,NO
2018-1,297.00,58.30,NO
2018-1,286.00,58.30,NO
2018-1,288.00,58.30,NO
2018-1,284.00,58.25,NO
2018-1,288.00,58.25,NO
2018-1,301.00,58.25,NO
2018-1,289.00,58.25,NO
2018-1,292.00,58.25,NO
2018-1,285.00,58.20,NO
2018-1,285.00,58.20,NO
2018-1,292.00,58.20,NO
2018-1,291.00,58.20,NO
2018-1,293.00,58.15,NO
2018-1,295.00,58.15,NO
2018-1,285.00,58.15,NO
2018-1,301.00,58.10,NO
2018-1,292.00,58.10,NO
2018-1,295.00,58.10,NO
2018-1,288.00,58.05,NO
2018-1,284.00,58.05,NO
2018-1,287.00,58.05,NO
2018-1,293.00,58.05,NO
2018-1,295.00,58.05,NO
2018-1,288.00,58.05,NO
2018-1,290.00,58.00,NO
2018-1,297.00,58.00,NO
2018-1,288.00,58.00,NO
2018-1,283.00,58.00,NO
2018-1,294.00,58.00,NO
2018-1,283.00,57.95,NO
2018-1,292.00,57.95,NO
2018-1,288.00,57.95,NO
2018-1,290.00,57.95,NO
2018-1,285.00,57.90,NO
2018-1,288.00,57.90,NO
2018-1,288.00,57.90,NO
2018-1,288.00,57.90,NO
2018-1,292.00,57.90,NO
2018-1,285.00,57.90,NO
2018-1,291.00,57.90,NO
2018-1,292.00,57.85,NO
2018-1,290.00,57.85,NO
2018-1,290.00,57.85,NO
2018-1,290.00,57.85,NO
2018-1,292.00,57.80,NO
2018-1,292.00,57.80,NO
2018-1,283.00,57.80,NO
2018-1,280.00,57.80,NO
2018-1,285.00,57.80,NO
2018-1,285.00,57.80,NO
2018-1,285.00,57.80,NO
2018-1,293.00,57.80,NO
2018-1,293.00,57.75,NO
2018-1,282.00,57.75,NO
2018-1,287.00,57.75,NO
2018-1,285.00,57.70,NO
2018-1,293.00,57.70,NO
2018-1,285.00,57.70,NO
2018-1,293.00,57.65,NO
2018-1,285.00,57.60,NO
2018-1,292.00,57.60,NO
2018-1,282.00,57.60,NO
2018-1,282.00,57.60,NO
2018-1,293.00,57.60,NO
2018-1,291.00,57.60,NO
2018-1,281.00,57.55,NO
2018-1,299.00,57.55,NO
2018-1,285.00,57.55,NO
2018-1,290.00,57.55,NO
2018-1,281.00,57.55,NO
2018-1,285.00,57.50,NO
2018-1,296.00,57.50,NO
2018-1,299.00,57.50,NO
2018-1,285.00,57.45,NO
2018-1,283.00,57.45,NO
2018-1,287.00,57.40,NO
2018-1,285.00,57.40,NO
2018-1,280.00,57.35,NO
2018-1,287.00,57.30,NO
2018-1,285.00,57.30,NO
2018-1,290.00,57.30,NO
2018-1,282.00,57.30,NO
2018-1,292.00,57.25,NO
2018-1,284.00,57.20,NO
2018-1,282.00,57.15,NO
2018-1,288.00,57.15,NO
2018-1,289.00,57.15,NO
2018-1,286.00,57.15,NO
2018-1,284.00,57.10,NO
2018-1,287.00,57.10,NO
2018-1,294.00,57.05,NO
2018-1,298.00,57.05,NO
2018-1,282.00,57.05,NO
2018-1,283.00,57.00,NO
2018-1,290.00,56.90,NO
2018-1,287.00,56.90,NO
2018-1,293.00,56.90,NO
2018-1,280.00,56.90,NO
2018-1,283.00,56.85,NO
2018-1,291.00,56.80,NO
2018-1,286.00,56.80,NO
2018-1,289.00,56.75,NO
2018-1,284.00,56.75,NO
2018-1,280.00,56.70,NO
2018-1,282.00,56.70,NO
2018-1,288.00,56.70,NO
2018-1,284.00,56.65,NO
2018-1,282.00,56.65,NO
2018-1,282.00,56.60,NO
2018-1,289.00,56.45,NO
2018-1,288.00,56.40,NO
2018-1,282.00,56.40,NO
2018-1,290.00,56.35,NO
2018-1,280.00,56.30,NO
2018-1,288.00,56.30,NO
2018-1,287.00,56.30,NO
2018-1,283.00,56.15,NO
2018-1,282.00,56.15,NO
2018-1,285.00,56.15,NO
2018-1,283.00,56.15,NO
2018-1,283.00,56.15,NO
2018-1,280.00,56.10,NO
2018-1,282.00,56.10,NO
2018-1,288.00,56.05,NO
2018-1,283.00,56.05,NO
2018-1,299.00,56.05,NO
2018-1,290.00,56.00,NO
2018-1,280.00,55.95,NO
2018-1,280.00,55.95,NO
2018-1,280.00,55.80,NO
2018-1,284.00,55.80,NO
2018-1,287.00,55.70,NO
2018-1,281.00,55.60,NO
2018-1,282.00,55.50,NO
2018-1,286.00,55.35,NO
2018-1,282.00,55.35,NO
2018-1,281.00,55.20,NO
2018-1,288.00,55.20,NO
2018-1,282.00,54.85,NO
2018-1,280.00,54.80,NO
2018-1,282.00,54.55,NO
2018-1,281.00,54.00,NO
